Kode #Nama Barang,Kode #,Nama Barang
"910001FTC/RC-35NV14 AC DAIKIN 1,5PK THAILAND",910001,"FTC/RC-35NV14 AC DAIKIN 1,5PK THAILAND"
910001FTC/RC-50XV14 AC DAIKIN 2PK THAILAND,910001,FTC/RC-50XV14 AC DAIKIN 2PK THAILAND
910001GENSET,910001,GENSET
910001GENSET - TCA-50US SILENT 50 KVA + PANEL,910001,GENSET - TCA-50US SILENT 50 KVA + PANEL
910001GENSET 50 KVA+PANEL+KNALPOT,910001,GENSET 50 KVA+PANEL+KNALPOT
910001GENSET SILENT 50 KVA + PANEL,910001,GENSET SILENT 50 KVA + PANEL
910001GERINDA DUDUK - MAKITA  GB602,910001,GERINDA DUDUK - MAKITA  GB602
910001GRIDDLE - NAYATI EGFT 6-60 W/STD ECONA GAS,910001,GRIDDLE - NAYATI EGFT 6-60 W/STD ECONA GAS
910001GRIDDLE EGFT 6-60 W/STD ECONA GAS,910001,GRIDDLE EGFT 6-60 W/STD ECONA GAS
910001HANDPALLET 3 TON,910001,HANDPALLET 3 TON
910001HANDPHONE (HP) - REALME C67 8/128GB,910001,HANDPHONE (HP) - REALME C67 8/128GB
910001HANDPHONE (HP) - XIAOMI REDMI NOTE 12 8/128GB,910001,HANDPHONE (HP) - XIAOMI REDMI NOTE 12 8/128GB
910001HIGH PRESSURE CLEANER - KARCHER K5 WCM,910001,HIGH PRESSURE CLEANER - KARCHER K5 WCM
910001HOLDING CABINET ELECTRIC - NAYATI NEHC-5,910001,HOLDING CABINET ELECTRIC - NAYATI NEHC-5
910001HOTPLATE - IKA CMAGHS7,910001,HOTPLATE - IKA CMAGHS7
910001ICE BIN,910001,ICE BIN
910001ICE BIN (KITCHEN AREA),910001,ICE BIN (KITCHEN AREA)
910001INCUBATOR - MEMMERT IN55,910001,INCUBATOR - MEMMERT IN55
910001JANITOR CABINET - KRISBOW 900X45X1850MM,910001,JANITOR CABINET - KRISBOW 900X45X1850MM
910001KOMPOR GAS 2 TUNGKU,910001,KOMPOR GAS 2 TUNGKU
910001KOMPOR GAS 3 TUNGKU,910001,KOMPOR GAS 3 TUNGKU
910001KOMPOR GAS HIGH PREASURE 1 BURNER,910001,KOMPOR GAS HIGH PREASURE 1 BURNER
910001KOMPOR GAS HIGH PREASURE 2 BURNER,910001,KOMPOR GAS HIGH PREASURE 2 BURNER
910001KOMPOR GAS HIGH PREASURE 2 BURNER (KITCHEN AREA),910001,KOMPOR GAS HIGH PREASURE 2 BURNER (KITCHEN AREA)
910001KOMPOR GAS HIGH PREASURE 2 BURNER KOMPOR GAS HIGH PREASURE 2 BURNER,910001,KOMPOR GAS HIGH PREASURE 2 BURNER KOMPOR GAS HIGH PREASURE 2 BURNER
910001KURI KAYU - OJOL,910001,KURI KAYU - OJOL
910001KURSI KAYU - OJOL,910001,KURSI KAYU - OJOL
910001KURSI KAYU - SAMBUNG,910001,KURSI KAYU - SAMBUNG
910001KURSI KAYU - SINGLE,910001,KURSI KAYU - SINGLE
910001KURSI KAYU SINGLE,910001,KURSI KAYU SINGLE
910001KURSI OJOL,910001,KURSI OJOL
910001KURSI SINGLE,910001,KURSI SINGLE
910001KURSI SOFA GALAR KAYU,910001,KURSI SOFA GALAR KAYU
910001KURSI TC,910001,KURSI TC
910001KURSI TC - SAPPORO HITAM,910001,KURSI TC - SAPPORO HITAM
910001LAP TOP SET - ASUS A416M,910001,LAP TOP SET - ASUS A416M
910001LAPTOP SET -  ASUS TUF GAMING I7 - FX506HF - I725B6T - C,910001,LAPTOP SET -  ASUS TUF GAMING I7 - FX506HF - I725B6T - C
910001LAPTOP SET - ASUS A416M,910001,LAPTOP SET - ASUS A416M
910001LAPTOP SET - ASUS TUF F15 GAMING FA506NC-R535B3T-O,910001,LAPTOP SET - ASUS TUF F15 GAMING FA506NC-R535B3T-O
910001LAPTOP SET - ASUS TUF GAMING I7 FX506HF-I725B6T-O,910001,LAPTOP SET - ASUS TUF GAMING I7 FX506HF-I725B6T-O
910001LAPTOP SET - ASUS TUF R5 GAMING FA506NC-R535B3T,910001,LAPTOP SET - ASUS TUF R5 GAMING FA506NC-R535B3T
910001LAPTOP SET - ASUS VIVOBOOK A416MAO-FHD425,910001,LAPTOP SET - ASUS VIVOBOOK A416MAO-FHD425
910001LAPTOP SET - ASUS VIVOBOOK A416MAO-FHD426,910001,LAPTOP SET - ASUS VIVOBOOK A416MAO-FHD426
910001LAPTOP SET - HP PAVILION AERO 13-BE2001AU,910001,LAPTOP SET - HP PAVILION AERO 13-BE2001AU
910001LAPTOP SET - LENOVO IDEAPAD - 14IAU7,910001,LAPTOP SET - LENOVO IDEAPAD - 14IAU7
910001LAPTOP SET - LENOVO IDEAPAD 3,910001,LAPTOP SET - LENOVO IDEAPAD 3
910001LAPTOP SET - LENOVO IDEAPAD 3-14IAU7,910001,LAPTOP SET - LENOVO IDEAPAD 3-14IAU7
910001LAPTOP SET - LENOVO THINKPAD L13YOGA,910001,LAPTOP SET - LENOVO THINKPAD L13YOGA
910001LAPTOP SET - LENOVO THINKPAD T460,910001,LAPTOP SET - LENOVO THINKPAD T460
910001LAPTOP SET - LENOVO THINKPAD X1 YOGA,910001,LAPTOP SET - LENOVO THINKPAD X1 YOGA
910001LAPTOP SET - LENOVO THINKPAD X270,910001,LAPTOP SET - LENOVO THINKPAD X270
910001LAPTOP SET - MACBOOK AIR 2020 PROCC M1,910001,LAPTOP SET - MACBOOK AIR 2020 PROCC M1
910001LAPTOP SET - MSI GAMING I5 GF63 THIN 12VF-243ID,910001,LAPTOP SET - MSI GAMING I5 GF63 THIN 12VF-243ID
910001LAPTOP SET -LENOVO THINKPAD T460,910001,LAPTOP SET -LENOVO THINKPAD T460
"910001LAS ARGON - LAKONI MAG,TIG 200A",910001,"LAS ARGON - LAKONI MAG,TIG 200A"
910001LEMARI BESI BERNSTEIN SIZE 2 - SOLINGEN,910001,LEMARI BESI BERNSTEIN SIZE 2 - SOLINGEN
910001LICENSE POS SOLIS RESTO,910001,LICENSE POS SOLIS RESTO
910001MEAT GRINDER - HEAVYPRO JR120,910001,MEAT GRINDER - HEAVYPRO JR120
910001MEAT GRINDER - MAKSINDO MHW 80,910001,MEAT GRINDER - MAKSINDO MHW 80
910001MEJA KAYU - 60 X 120 CM,910001,MEJA KAYU - 60 X 120 CM
910001MEJA KAYU - 60 X 80 CM,910001,MEJA KAYU - 60 X 80 CM
910001MEJA KAYU - 60X120 CM,910001,MEJA KAYU - 60X120 CM
910001MEJA KAYU - 60X80 CM,910001,MEJA KAYU - 60X80 CM
910001MEJA KAYU - TC 60 X 270 CM,910001,MEJA KAYU - TC 60 X 270 CM
910001MEJA KAYU UK 120x60,910001,MEJA KAYU UK 120x60
910001MEJA KAYU UK 60x120,910001,MEJA KAYU UK 60x120
910001MEJA KAYU UK 60x80,910001,MEJA KAYU UK 60x80
910001MEJA KAYU UK 80x60,910001,MEJA KAYU UK 80x60
910001MEJA TC,910001,MEJA TC
910001MESIN CETAK BAKSO - XUZHONG SZ605S,910001,MESIN CETAK BAKSO - XUZHONG SZ605S
910001MESIN SERUT WORTEL - SS 304,910001,MESIN SERUT WORTEL - SS 304
910001MESIN SIOMAY FX-800/150 HEAVYPRO,910001,MESIN SIOMAY FX-800/150 HEAVYPRO
910001METAL DETECTOR - SESOTECH GLS 300/100,910001,METAL DETECTOR - SESOTECH GLS 300/100
910001MICROPIPETTE - SOCOREX 825-1000,910001,MICROPIPETTE - SOCOREX 825-1000
910001Microwave Oven,910001,Microwave Oven
910001MIKROTIK CCR2004-16G-2S+,910001,MIKROTIK CCR2004-16G-2S+
910001MIXER PLANETARY - XUZHONG SZM60,910001,MIXER PLANETARY - XUZHONG SZM60
910001MOISTURE BALANCE - OHAUS MB95,910001,MOISTURE BALANCE - OHAUS MB95
910001MONITOR TOUCHSCREEN - LED LG 17BR30T,910001,MONITOR TOUCHSCREEN - LED LG 17BR30T
910001MONITOR TOUCHSCREEN - LED LG 17MB15,910001,MONITOR TOUCHSCREEN - LED LG 17MB15
910001MONITOR TOUCHSCREEN - LED LG 17MB15T,910001,MONITOR TOUCHSCREEN - LED LG 17MB15T
910001MONITOR TOUCHSCREEN - LG 17MB15,910001,MONITOR TOUCHSCREEN - LG 17MB15
910001MONITOR TOUCHSCREEN - LG 17MB15T,910001,MONITOR TOUCHSCREEN - LG 17MB15T
910001MONITOR TOUCHSREEN - LED LG 17MB15T,910001,MONITOR TOUCHSREEN - LED LG 17MB15T
910001MULTI GAS DETECTOR - ALTAIR 4XR,910001,MULTI GAS DETECTOR - ALTAIR 4XR
910001N COMPUNTING - L300,910001,N COMPUNTING - L300
910001NOODLE BOILER - NAYATI 6 HOLE EGN 16 ECONA GAS,910001,NOODLE BOILER - NAYATI 6 HOLE EGN 16 ECONA GAS
910001NOODLE BOILER EGN 16 ECONA GAS,910001,NOODLE BOILER EGN 16 ECONA GAS
910001OVEN - MEMMERT UN55,910001,OVEN - MEMMERT UN55
910001PC - NCOMPUTING L300,910001,PC - NCOMPUTING L300
910001PC ( KOMPUTER ) SET - I3 GEN 10,910001,PC ( KOMPUTER ) SET - I3 GEN 10
910001PC ( KOMPUTER ) SET - I5 GEN 12,910001,PC ( KOMPUTER ) SET - I5 GEN 12
910001PC STATION SERVER (KOMPUTER OFFICE) - CORE I5 12400,910001,PC STATION SERVER (KOMPUTER OFFICE) - CORE I5 12400
910001PERFORATED RACK 4 TIERS,910001,PERFORATED RACK 4 TIERS
910001PERFORATED RACK 6 TIERS,910001,PERFORATED RACK 6 TIERS
910001POMPA AIR -  ITALI TECH 3INCHI,910001,POMPA AIR -  ITALI TECH 3INCHI
910001POMPA AIR - SHIMIZU JET 400,910001,POMPA AIR - SHIMIZU JET 400
910001POMPA AIR - SHIMIZU JET 400 BIT,910001,POMPA AIR - SHIMIZU JET 400 BIT
910001POMPA AIR - VENEZI STP 100,910001,POMPA AIR - VENEZI STP 100
"910001POMPA AIR - WASSER PUMP 1,5 HP SD-P315K",910001,"POMPA AIR - WASSER PUMP 1,5 HP SD-P315K"
910001POMPA AIR - WASSER PUMP PC 380,910001,POMPA AIR - WASSER PUMP PC 380
910001POMPA AIR - WASSER PUMP PDV 400 EA,910001,POMPA AIR - WASSER PUMP PDV 400 EA
910001POMPA AIR - WASSER PUMP PW-381 EA,910001,POMPA AIR - WASSER PUMP PW-381 EA
910001POMPA AIR - WASSER PUMP SDP-315K,910001,POMPA AIR - WASSER PUMP SDP-315K
910001POMPA AIR - WASSERPUMP PC 500-EA,910001,POMPA AIR - WASSERPUMP PC 500-EA
910001POMPA AIR - WASSERPUMP PW-381 EA SEMI JET PUMP,910001,POMPA AIR - WASSERPUMP PW-381 EA SEMI JET PUMP
910001POMPA SHIMIZU JET 400 BIT,910001,POMPA SHIMIZU JET 400 BIT
910001POMPA SUBMERSIBLE -  ITALI TECH 3INCHI,910001,POMPA SUBMERSIBLE -  ITALI TECH 3INCHI
910001POWERLIFT PALLET STACKER - DYC 15,910001,POWERLIFT PALLET STACKER - DYC 15
910001PRINTER - BROTHER DCP-L25040 DW,910001,PRINTER - BROTHER DCP-L25040 DW
910001PRINTER - EPSON L3210,910001,PRINTER - EPSON L3210
910001PRINTER - EPSON LX310 DOT MATRIX,910001,PRINTER - EPSON LX310 DOT MATRIX
910001PRINTER - HP SMART TANK INK 615,910001,PRINTER - HP SMART TANK INK 615
910001PRINTER EPSON L3210,910001,PRINTER EPSON L3210
910001PRINTER OFFICE - HP SMART THANK 615,910001,PRINTER OFFICE - HP SMART THANK 615
910001PRINTER OFFICE - HP SMART THANK NK 615,910001,PRINTER OFFICE - HP SMART THANK NK 615
910001PYLONSIGN,910001,PYLONSIGN
910001PYLONSIGN - 2 SISI MIE GACOAN,910001,PYLONSIGN - 2 SISI MIE GACOAN
910001PYLONSIGN - LOGO 24 JAM,910001,PYLONSIGN - LOGO 24 JAM
910001PYLONSIGN 2 SISI,910001,PYLONSIGN 2 SISI
910001PYLONSIGN 2 SISI - MIE GACOAN,910001,PYLONSIGN 2 SISI - MIE GACOAN
910001RAK BUKU BESI,910001,RAK BUKU BESI
910001RAK DIMSUM - SS 201 600x600x1600,910001,RAK DIMSUM - SS 201 600x600x1600
910001RAK SUSUN PERFORATED 4 SUSUN,910001,RAK SUSUN PERFORATED 4 SUSUN
910001RAK SUSUN PERFORATED 4 SUSUN (BACK SINK AREA),910001,RAK SUSUN PERFORATED 4 SUSUN (BACK SINK AREA)
910001RAK SUSUN PERFORATED 6 SUSUN,910001,RAK SUSUN PERFORATED 6 SUSUN
910001RAK SUSUN PERFORATED 6 SUSUN (BACK SINK AREA),910001,RAK SUSUN PERFORATED 6 SUSUN (BACK SINK AREA)
910001RAK SUSUN SOLID,910001,RAK SUSUN SOLID
910001RAK SUSUN SOLID (COLD STORAGE AREA),910001,RAK SUSUN SOLID (COLD STORAGE AREA)
910001RAK SUSUN SOLID 4 SUSUN,910001,RAK SUSUN SOLID 4 SUSUN
910001SELECTIVE PALLET RACKING (3 TINGKAT),910001,SELECTIVE PALLET RACKING (3 TINGKAT)
910001SELECTIVE PALLET RACKING (4 TINGKAT),910001,SELECTIVE PALLET RACKING (4 TINGKAT)
910001SINGLE SINK,910001,SINGLE SINK
910001SINGLE SINK (KITCHEN AREA),910001,SINGLE SINK (KITCHEN AREA)
910001SMART SOFTWARE CLOUD,910001,SMART SOFTWARE CLOUD
910001SMART WEB REPORT CLOUD,910001,SMART WEB REPORT CLOUD
910001SOLID RACK 4 TIERS,910001,SOLID RACK 4 TIERS
910001SOLID RACK 4 TIERS - SS 201 1600x500x1550,910001,SOLID RACK 4 TIERS - SS 201 1600x500x1550
910001SOLID RACK 4 TIERS (COLD STORAGE AREA),910001,SOLID RACK 4 TIERS (COLD STORAGE AREA)
910001SOLID RACK 4 TIERS (DRY STORAGE AREA),910001,SOLID RACK 4 TIERS (DRY STORAGE AREA)
910001SPINNER MACHINE,910001,SPINNER MACHINE
910001STEAMER 4 HOLE - ECONA EEDS 4-60,910001,STEAMER 4 HOLE - ECONA EEDS 4-60
910001STORAGE BOX SPAREPART,910001,STORAGE BOX SPAREPART
910001TANGKI BOILER - CUSTOM EGN,910001,TANGKI BOILER - CUSTOM EGN
910001TANGKI BOILER - NAYATI EGN 4-75,910001,TANGKI BOILER - NAYATI EGN 4-75
910001TANGKI BOILER - NAYATI NGN 16 MR,910001,TANGKI BOILER - NAYATI NGN 16 MR
910001TANGKI BOILER EGN - CUSTOM,910001,TANGKI BOILER EGN - CUSTOM
910001TANGKI FRYER  - NAYATI SS430 F/GFE/40 RS,910001,TANGKI FRYER  - NAYATI SS430 F/GFE/40 RS
910001TIMBANGAN ANALYTIC - BIOBASE BA2204B,910001,TIMBANGAN ANALYTIC - BIOBASE BA2204B
910001TOOL CABINET -  KRISBOW 900X450X1800MM LPCBU1,910001,TOOL CABINET -  KRISBOW 900X450X1800MM LPCBU1
910001TRAVO LAS - RILON 400A 3PHASE,910001,TRAVO LAS - RILON 400A 3PHASE
910001TRIPLE SINK,910001,TRIPLE SINK
910001TRIPLE SINK (BACK SINK AREA),910001,TRIPLE SINK (BACK SINK AREA)
910001WASSER VORTEX PUMP PDV-400E 400W,910001,WASSER VORTEX PUMP PDV-400E 400W
910001WASSERPUMP PC 500-EA,910001,WASSERPUMP PC 500-EA
910001WASSERPUMP PW-381 EA,910001,WASSERPUMP PW-381 EA
910001WATER BATH - MEMMERT WTB15,910001,WATER BATH - MEMMERT WTB15
910001WATERTREATMENT,910001,WATERTREATMENT
910001WIRELESS CALLING SYSTEM SET - KOLMI,910001,WIRELESS CALLING SYSTEM SET - KOLMI
910001WORK TABLE,910001,WORK TABLE
910001WORK TABLE - SS 304 1800x800x830,910001,WORK TABLE - SS 304 1800x800x830
910001WORK TABLE (BACK SINK AREA),910001,WORK TABLE (BACK SINK AREA)
910001WORK TABLE (KITCHEN AREA),910001,WORK TABLE (KITCHEN AREA)
910001WORK TABLE (SERVICE AREA),910001,WORK TABLE (SERVICE AREA)
910001WORK TABLE DOUBLE UNDER SHELF (BACK SINK AREA),910001,WORK TABLE DOUBLE UNDER SHELF (BACK SINK AREA)
910001WORK TABLE DOUBLE UNDER SHELF (SERVICE AREA),910001,WORK TABLE DOUBLE UNDER SHELF (SERVICE AREA)
910001WORK TABLE GRAVITY ROLL,910001,WORK TABLE GRAVITY ROLL
910001WORK TABLE UK. 1200X700X850,910001,WORK TABLE UK. 1200X700X850
910001WORKTABLE,910001,WORKTABLE
910001WORKTABLE 150X70X85,910001,WORKTABLE 150X70X85
"910001WORKTABLE DOUBLE UNDERSHELF UK 1,8",910001,"WORKTABLE DOUBLE UNDERSHELF UK 1,8"
100172PEWARNA TARTAZINE,100172,PEWARNA TARTAZINE
100171TEPUNG NAGA MAS,100171,TEPUNG NAGA MAS
100010GARAM - CP,100010,GARAM - CP
100031TEPUNG TAPIOKA,100031,TEPUNG TAPIOKA
100169ISOLATED SOY PROTEIN (ISP),100169,ISOLATED SOY PROTEIN (ISP)
100170TEPUNG BATTER,100170,TEPUNG BATTER
100141CAPCOLORS A-8-WSS-145 - CP,100141,CAPCOLORS A-8-WSS-145 - CP
100173KANSUI,100173,KANSUI
100184GARAM - MAKLOON,100184,GARAM - MAKLOON
100182TEPUNG NAGA BIRU,100182,TEPUNG NAGA BIRU
100183POTASSIUM SORBAT - MAKLOON,100183,POTASSIUM SORBAT - MAKLOON
100185MSG - MAKLOON,100185,MSG - MAKLOON
100200SUN QUICK LEMON (V.020),100200,SUN QUICK LEMON (V.020)
100195CHOCOLATE SAUCE,100195,CHOCOLATE SAUCE
100191VANILLA SOFT MIX ICE MIX,100191,VANILLA SOFT MIX ICE MIX
100194CHOCOLATE COATING,100194,CHOCOLATE COATING
100196STRAWBERRY SAUCE,100196,STRAWBERRY SAUCE
100193OREO CRUMB,100193,OREO CRUMB
100192WAFER CONE,100192,WAFER CONE
100176SIOMAY MERCON,100176,SIOMAY MERCON
100174KUOTIE,100174,KUOTIE
100178SUPER PAO AYAM,100178,SUPER PAO AYAM
100180SUPER PAO TELUR ASIN,100180,SUPER PAO TELUR ASIN
100179SUPER PAO OREO,100179,SUPER PAO OREO
100175SIOMAY GRANAT,100175,SIOMAY GRANAT
100181LUMPIA GORENG KULIT TAHU,100181,LUMPIA GORENG KULIT TAHU
100177SIOMAY RUDAL,100177,SIOMAY RUDAL
100198SUPER PAO COKELAT,100198,SUPER PAO COKELAT
100199SUPER PAO KACANG HIJAU,100199,SUPER PAO KACANG HIJAU
100197SUPER PAO TARO,100197,SUPER PAO TARO
100201MUTIARA BOBA PEARL,100201,MUTIARA BOBA PEARL
100202SIGNATURE BROWN SUGAR,100202,SIGNATURE BROWN SUGAR
100096PLASTIK VACUM BESAR 23 X 34,100096,PLASTIK VACUM BESAR 23 X 34
100097PLASTIK VACUM SEDANG 20 X 30,100097,PLASTIK VACUM SEDANG 20 X 30
410094BIAYA OPERASIONAL LEGAL - EXISTING STORE,410094,BIAYA OPERASIONAL LEGAL - EXISTING STORE
410057BIAYA INVENTARIS - CP,410057,BIAYA INVENTARIS - CP
410060BIAYA KEBERSIHAN - CP,410060,BIAYA KEBERSIHAN - CP
410010MATERIAL BANGUNAN - EXISTING STORE,410010,MATERIAL BANGUNAN - EXISTING STORE
410117JASA PEMBANGUNAN / RENOVASI - EXISTING STORE,410117,JASA PEMBANGUNAN / RENOVASI - EXISTING STORE
410004PLN - EXISTING STORE,410004,PLN - EXISTING STORE
410161BEBAN LISTRIK - RESTO,410161,BEBAN LISTRIK - RESTO
410096BIAYA INVENTARIS LAB - CP,410096,BIAYA INVENTARIS LAB - CP
410003PERALATAN RESTO - EXISTING STORE,410003,PERALATAN RESTO - EXISTING STORE
200092KLAKAT DIMSUM,200092,KLAKAT DIMSUM
200091JIGGER UK 30/40,200091,JIGGER UK 30/40
200122PEMUKUL DAGING,200122,PEMUKUL DAGING
200717PUMP DISPENSER,200717,PUMP DISPENSER
200127PIRING HAWAI BLACK,200127,PIRING HAWAI BLACK
200361COOL BOX 55LTR,200361,COOL BOX 55LTR
200395KONTAINER PERFORATED,200395,KONTAINER PERFORATED
200720PEMATIK KOMPOR,200720,PEMATIK KOMPOR
200739NAMPAN KARET KOTAK (DIMSUM),200739,NAMPAN KARET KOTAK (DIMSUM)
200421NOMER MEJA,200421,NOMER MEJA
200496CASH DRAWER,200496,CASH DRAWER
200562UPS KENIKA 600 VA,200562,UPS KENIKA 600 VA
410007SPARE PARTS IT COST - STORE,410007,SPARE PARTS IT COST - STORE
410148JASA LAINNYA BADAN - RESTO,410148,JASA LAINNYA BADAN - RESTO
410029BIAYA ONGKOS KIRIM - RESTO,410029,BIAYA ONGKOS KIRIM - RESTO
100047BUAH APEL,100047,BUAH APEL
100042BUAH BELIMBING,100042,BUAH BELIMBING
100044BUAH PEER,100044,BUAH PEER
100045BUAH STRAWBERRY,100045,BUAH STRAWBERRY
100046CINCAU,100046,CINCAU
100130DAUN BAWANG/BRAMBANG - RESTO,100130,DAUN BAWANG/BRAMBANG - RESTO
100124CABE RAWIT - RESTO,100124,CABE RAWIT - RESTO
410105ES TUBE v.20 - EXISTING STORE,410105,ES TUBE v.20 - EXISTING STORE
100028MIE,100028,MIE
100016KULIT PANGSIT,100016,KULIT PANGSIT
100121SURAI NAGA (v.20),100121,SURAI NAGA (v.20)
100122KRUPUK MIE (v.20),100122,KRUPUK MIE (v.20)
100063JERUK NIPIS,100063,JERUK NIPIS
410093GALON - EXISTING STORE,410093,GALON - EXISTING STORE
200392KERTAS THERMAL,200392,KERTAS THERMAL
100065SUSU ULTRA UHT FULL CREAM,100065,SUSU ULTRA UHT FULL CREAM
100017LPG 12KG,100017,LPG 12KG
100011GULA,100011,GULA
100129TELUR - RESTO,100129,TELUR - RESTO
100049JELLY BUBBLE,100049,JELLY BUBBLE
100050JELLY MIE,100050,JELLY MIE
100053NATA DE COCO,100053,NATA DE COCO
100025TEPUNG ROTI,100025,TEPUNG ROTI
100059TEA GOPEK,100059,TEA GOPEK
100152GARAM - RESTO,100152,GARAM - RESTO
200212STEREOFOOM MIE,200212,STEREOFOOM MIE
200213STEROFOAM DIMSUM,200213,STEROFOAM DIMSUM
200196CUP 12,200196,CUP 12
200197CUP 14,200197,CUP 14
200198CUP 16,200198,CUP 16
200317POLY BAG SAMPAH,200317,POLY BAG SAMPAH
200209SEDOTAN HITAM,200209,SEDOTAN HITAM
200208SEDOTAN BUBBLE/BENING,200208,SEDOTAN BUBBLE/BENING
200207PLASTIK WRAP,200207,PLASTIK WRAP
200300KRESEK KECIL,200300,KRESEK KECIL
200301KRESEK SEDANG,200301,KRESEK SEDANG
200298KRESEK BESAR,200298,KRESEK BESAR
200299KRESEK JUMBO,200299,KRESEK JUMBO
200293KARET,200293,KARET
200199CUP SEALER,200199,CUP SEALER
200287HAND GLOVE PLASTIK,200287,HAND GLOVE PLASTIK
200201KERTAS MINYAK,200201,KERTAS MINYAK
200210SENDOK PLASTIK,200210,SENDOK PLASTIK
200442KABEL TIES,200442,KABEL TIES
200318SABUN CUCI PIRING,200318,SABUN CUCI PIRING
100064SUSU KENTAL MANIS,100064,SUSU KENTAL MANIS
100041AIR MINERAL BOTOL,100041,AIR MINERAL BOTOL
100143MINYAK GORENG - RESTO (v.20),100143,MINYAK GORENG - RESTO (v.20)
200314PLASTIK 1/2 KG,200314,PLASTIK 1/2 KG
100163SIRUP LECHY (V.20),100163,SIRUP LECHY (V.20)
100162SIRUP ROSE (V.20),100162,SIRUP ROSE (V.20)
100109MINYAK MIE,100109,MINYAK MIE
100037BASIC MIE,100037,BASIC MIE
200337TISU MEJA,200337,TISU MEJA
200311PEMBERSIH KACA MEJA,200311,PEMBERSIH KACA MEJA
100040TAHU - CP,100040,TAHU - CP
100026WORTEL - CP,100026,WORTEL - CP
100004BAWANG PUTIH - CP,100004,BAWANG PUTIH - CP
100077BAWANG BOMBAY - CP,100077,BAWANG BOMBAY - CP
100001AYAM DADA FILLET - CP,100001,AYAM DADA FILLET - CP
100093AYAM PAHA FILLET - CP,100093,AYAM PAHA FILLET - CP
100121SURAI NAGA (V.20),100121,SURAI NAGA (V.20)
100122KRUPUK MIE (V.20),100122,KRUPUK MIE (V.20)
410104GALON - CP,410104,GALON - CP
200609TERMOGUN,200609,TERMOGUN
200600MOB BUCKET (ALAT PEL SET),200600,MOB BUCKET (ALAT PEL SET)
200595TROLLI CLEAR UP,200595,TROLLI CLEAR UP
200377HAIRNET KAIN,200377,HAIRNET KAIN
200684SERAGAM BARU UK ALL SIZE,200684,SERAGAM BARU UK ALL SIZE
200615SERAGAM BARU UK XXL,200615,SERAGAM BARU UK XXL
200633TOPI CREW LAKI - LAKI,200633,TOPI CREW LAKI - LAKI
200357CELEMEK HITAM ( KITCHEN ),200357,CELEMEK HITAM ( KITCHEN )
200275SARINGAN FRYER,200275,SARINGAN FRYER
200449TEMPAT TIMER,200449,TEMPAT TIMER
200718DIGITAL CALIPER,200718,DIGITAL CALIPER
410013PERIZINAN - EXISTING STORE,410013,PERIZINAN - EXISTING STORE
200707SUMPIT (V.20),200707,SUMPIT (V.20)
100119KECAP SAWI POUCH,100119,KECAP SAWI POUCH
200289HANDSOAP,200289,HANDSOAP
200319SABUN LANTAI,200319,SABUN LANTAI
200313PLASTIK 1 KG,200313,PLASTIK 1 KG
200706CUP SEALER BESAR,200706,CUP SEALER BESAR
100094KULIT TAHU KECIL - CP,100094,KULIT TAHU KECIL - CP
100108BAWANG GORENG,100108,BAWANG GORENG
100116JAMUR HITAM (SHITAKE) KERING 3KG,100116,JAMUR HITAM (SHITAKE) KERING 3KG
100032KULIT PANGSIT (KULIT SIOMAY) - CP,100032,KULIT PANGSIT (KULIT SIOMAY) - CP
200286HAND GLOVE KARET,200286,HAND GLOVE KARET
200307NAPO CLEAN,200307,NAPO CLEAN
100095KEJU,100095,KEJU
100071SUSU EVAPORASI,100071,SUSU EVAPORASI
100133MINYAK GORENG - CP (v.20),100133,MINYAK GORENG - CP (v.20)
100138BIANG DIMSUM BASAH - CP v.20,100138,BIANG DIMSUM BASAH - CP v.20
100139BIANG DIMSUM KERING - CP v.20,100139,BIANG DIMSUM KERING - CP v.20
100154TEPUNG DIMSUM - CP v.30,100154,TEPUNG DIMSUM - CP v.30
100039BIANG AYAM CINCANG - CP,100039,BIANG AYAM CINCANG - CP
100134DIPPING FINNA SACHET,100134,DIPPING FINNA SACHET
100102HD PLASTIK TICTAS 15X30X50 (DUREN 3),100102,HD PLASTIK TICTAS 15X30X50 (DUREN 3)
100100HD PLASTIK TICTAS 15X17 (DUREN 2),100100,HD PLASTIK TICTAS 15X17 (DUREN 2)
200332SPON CUCI PIRING,200332,SPON CUCI PIRING
200200KERTAS BAKPAO 10.5 CM,200200,KERTAS BAKPAO 10.5 CM
100103ADONAN PANGSIT,100103,ADONAN PANGSIT
410150JASA LAINNYA PP23,410150,JASA LAINNYA PP23
410160JASA LAINNYA (BADAN USAHA) - CP,410160,JASA LAINNYA (BADAN USAHA) - CP
410008SPARE PARTS MESIN / PERALATAN - EXISTING STORE,410008,SPARE PARTS MESIN / PERALATAN - EXISTING STORE
410057TRIPLEK - CP,410057,TRIPLEK - CP
410030MATERIAL MESIN / PERALATAN - CP,410030,MATERIAL MESIN / PERALATAN - CP
200397KONTAINER SOLID,200397,KONTAINER SOLID
200004DITEKTOR UANG PALSU,200004,DITEKTOR UANG PALSU
410144ASET DALAM PENYELESAIAN - RESTO,410144,ASET DALAM PENYELESAIAN - RESTO
200336TISU KM,200336,TISU KM
100068CREAMER,100068,CREAMER
100074BIANG PANGSIT - CP,100074,BIANG PANGSIT - CP
200693MASTER CARTON (MC),200693,MASTER CARTON (MC)
